employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-06919,Marketing,Senior,50,20,6,Points,1.67,38.44,0.65,7.8,4.8,6,0
EMP-06920,Sales,Mid,36,5,2,Points,0.42,31.36,0.29,8.8,4.1,2,0
EMP-06921,Customer Support,Senior,20,8,3,Points,0.67,20.43,0.91,7.6,4.8,3,0
EMP-06922,Engineering,Manager,18,9,8,Points,0.75,26.99,0.54,7.6,4.1,4,0
EMP-06923,Engineering,Manager,34,9,6,Points,0.75,24.16,0.48,8.8,5.0,4,0
EMP-06924,Marketing,Mid,23,11,2,Badge,0.92,1.15,0.29,7.4,4.1,1,0
EMP-06925,Marketing,Mid,38,6,2,Badge,0.5,9.25,0.57,5.8,3.6,1,0
EMP-06926,Engineering,Junior,9,2,1,Points,0.17,27.84,0.48,6.6,3.8,4,0
EMP-06927,Sales,Manager,18,10,7,Points,0.83,6.94,0.53,7.1,4.4,4,0
EMP-06928,Marketing,Mid,20,6,1,PTO,0.5,154.87,0.6,5.6,3.0,2,0
EMP-06929,Operations,Junior,15,8,2,Monetary,0.67,98.6,0.56,6.5,4.7,3,0
EMP-06930,Marketing,Mid,47,5,4,Badge,0.42,0.87,0.81,7.0,4.4,2,0
EMP-06931,Sales,Junior,10,9,5,Points,0.75,13.81,0.6,6.5,4.6,7,0
EMP-06932,Engineering,Mid,28,7,2,Monetary,0.58,38.61,0.34,6.7,4.5,4,0
EMP-06933,Sales,Mid,36,6,2,Monetary,0.5,53.05,0.4,7.0,4.6,3,0
EMP-06934,Engineering,Mid,49,6,1,Badge,0.5,1.14,0.75,8.4,4.8,4,0
EMP-06935,Customer Support,Junior,1,1,0,Badge,0.08,9.02,0.68,3.8,3.1,6,1
EMP-06936,Sales,Manager,82,21,8,Monetary,1.75,160.8,0.83,9.0,3.8,2,0
EMP-06937,Sales,Senior,17,7,5,Points,0.58,44.28,0.82,7.2,3.9,5,0
EMP-06938,Operations,Senior,59,15,2,Points,1.25,11.23,0.35,7.3,5.0,7,0
EMP-06939,Sales,Mid,57,7,0,Points,0.58,35.12,0.72,7.8,4.7,2,0
EMP-06940,Sales,Senior,28,9,5,Points,0.75,45.58,1.0,7.3,5.0,8,0
EMP-06941,Operations,Mid,28,4,2,Badge,0.33,9.53,0.71,6.4,4.0,2,0
EMP-06942,Customer Support,Junior,52,7,3,Points,0.58,7.62,0.45,5.9,3.9,4,0
EMP-06943,Marketing,Junior,10,4,2,Points,0.33,22.06,0.21,5.4,3.1,6,0
EMP-06944,Engineering,Mid,42,13,4,Points,1.08,21.36,0.42,8.2,4.1,1,0
EMP-06945,Marketing,Junior,2,2,1,Monetary,0.17,57.74,0.84,5.5,3.5,5,0
EMP-06946,Operations,Manager,70,15,8,Points,1.25,11.95,0.48,9.6,5.0,0,0
EMP-06947,Engineering,Junior,1,2,0,Points,0.17,21.69,0.76,5.5,3.2,3,0
EMP-06948,Engineering,Mid,17,3,4,Monetary,0.25,149.57,0.88,7.7,3.4,3,0
EMP-06949,Customer Support,Mid,13,5,4,PTO,0.42,232.66,0.78,5.7,3.8,3,0
EMP-06950,Engineering,Mid,29,8,5,Points,0.67,30.98,0.37,6.7,4.3,3,0
EMP-06951,Operations,Mid,51,8,5,Badge,0.67,7.86,0.41,7.9,4.3,5,0
EMP-06952,Sales,Junior,7,12,3,Badge,1.0,7.04,0.82,7.7,3.4,7,0
EMP-06953,Sales,Senior,41,17,1,Monetary,1.42,164.22,0.56,9.5,4.1,2,0
EMP-06954,Engineering,Mid,22,3,4,Badge,0.25,9.75,0.51,5.7,5.0,6,0
EMP-06955,Operations,Mid,20,4,3,Points,0.33,31.08,0.78,6.0,4.5,7,0
EMP-06956,Sales,Senior,38,13,6,Badge,1.08,7.66,0.92,8.6,4.4,4,0
EMP-06957,Marketing,Manager,56,6,7,Badge,0.5,8.33,0.61,6.3,4.0,3,0
EMP-06958,Marketing,Senior,76,15,6,Badge,1.25,9.13,0.74,8.6,5.0,4,0
EMP-06959,Operations,Mid,49,11,3,Badge,0.92,5.45,0.89,7.6,3.7,4,0
EMP-06960,Customer Support,Mid,27,5,1,Monetary,0.42,185.81,0.32,6.3,5.0,4,0
EMP-06961,Marketing,Mid,21,15,2,PTO,1.25,184.75,0.47,9.5,4.8,1,0
EMP-06962,Sales,Senior,19,10,6,Points,0.83,36.19,0.31,8.3,4.5,7,0
EMP-06963,Customer Support,Manager,43,7,9,PTO,0.58,137.03,0.48,6.5,3.4,6,0
EMP-06964,Marketing,Junior,9,3,4,Monetary,0.25,197.38,0.74,4.4,3.8,9,0
EMP-06965,Sales,Mid,16,8,4,Points,0.67,14.78,0.39,6.7,4.6,3,0
EMP-06966,Engineering,Senior,19,8,1,PTO,0.67,114.5,0.69,8.3,5.0,4,0
EMP-06967,Operations,Mid,23,6,9,Badge,0.5,2.52,0.78,9.3,4.4,6,0
EMP-06968,Sales,Mid,35,12,1,Badge,1.0,4.21,0.53,8.7,3.8,6,0
EMP-06969,Marketing,Mid,31,5,3,Points,0.42,39.56,0.66,6.1,4.3,5,0
EMP-06970,Sales,Mid,63,6,6,Badge,0.5,9.84,0.85,7.8,3.4,6,0
EMP-06971,Engineering,Manager,79,17,5,Points,1.42,32.79,0.88,9.9,4.4,3,0
EMP-06972,Marketing,Mid,16,7,2,Badge,0.58,6.18,0.54,6.6,4.1,2,0
EMP-06973,Engineering,Junior,9,1,0,PTO,0.08,181.91,0.66,7.6,3.4,6,0
EMP-06974,Sales,Junior,7,7,0,Points,0.58,45.59,1.0,5.8,3.5,4,0
EMP-06975,Marketing,Junior,13,2,1,Points,0.17,19.93,0.65,6.0,3.4,4,0
EMP-06976,Sales,Mid,42,7,3,Points,0.58,13.54,0.84,8.0,4.7,2,0
EMP-06977,Operations,Mid,34,5,2,Monetary,0.42,65.05,0.37,7.1,3.7,5,0
EMP-06978,Operations,Junior,1,6,3,PTO,0.5,265.0,0.16,4.6,4.5,0,0
EMP-06979,Operations,Senior,24,7,4,Points,0.58,12.64,0.65,7.9,4.9,2,0
EMP-06980,Engineering,Senior,50,9,5,PTO,0.75,174.88,0.88,9.8,4.9,1,0
EMP-06981,Engineering,Junior,1,6,3,Badge,0.5,3.22,0.78,6.8,3.8,2,0
EMP-06982,Marketing,Mid,53,7,2,Points,0.58,13.25,0.52,8.4,3.5,3,0
EMP-06983,Customer Support,Manager,63,10,12,Badge,0.83,5.72,0.69,6.3,2.8,8,0
EMP-06984,Operations,Mid,54,4,0,Monetary,0.33,174.65,0.92,7.3,3.9,4,0
EMP-06985,Operations,Senior,33,9,4,Points,0.75,19.38,0.76,8.0,5.0,3,0
EMP-06986,Sales,Mid,3,8,4,Monetary,0.67,45.96,0.81,7.4,3.8,7,0
EMP-06987,Sales,Senior,40,2,5,Monetary,0.17,134.02,0.9,7.2,4.4,5,0
EMP-06988,Sales,Senior,34,8,4,Badge,0.67,7.4,0.96,8.3,5.0,2,0
EMP-06989,Engineering,Senior,24,9,3,Points,0.75,30.16,0.4,7.1,5.0,9,0
EMP-06990,Engineering,Senior,68,6,5,Badge,0.5,1.17,0.6,9.2,5.0,6,0
EMP-06991,Customer Support,Manager,35,7,12,Points,0.58,5.21,0.38,6.9,3.2,2,0
EMP-06992,Engineering,Mid,38,7,5,Badge,0.58,0.86,0.86,8.1,5.0,0,0
EMP-06993,Engineering,Junior,6,5,1,Points,0.42,46.52,0.48,6.2,4.6,5,0
EMP-06994,Engineering,Mid,58,8,2,Points,0.67,30.99,0.74,7.9,4.2,8,0
EMP-06995,Customer Support,Senior,43,10,3,Monetary,0.83,90.25,0.3,8.2,4.4,2,0
EMP-06996,Marketing,Senior,30,8,6,Badge,0.67,1.83,0.69,7.4,4.3,1,0
EMP-06997,Marketing,Junior,18,4,0,PTO,0.33,224.74,0.87,6.3,3.5,1,0
EMP-06998,Customer Support,Junior,26,3,1,Points,0.25,39.39,0.88,6.9,3.0,1,0
EMP-06999,Sales,Senior,42,11,0,Badge,0.92,8.08,0.75,7.0,4.9,4,0
EMP-07000,Marketing,Junior,13,0,1,Badge,0.0,0.18,0.0,2.4,2.6,12,1
EMP-07001,Engineering,Mid,32,3,5,Points,0.25,39.65,0.68,7.6,5.0,7,0
EMP-07002,Engineering,Senior,35,6,6,Points,0.5,12.19,0.3,7.0,4.1,7,0
EMP-07003,Operations,Mid,14,2,2,Monetary,0.17,164.41,0.71,7.0,3.8,6,0
EMP-07004,Operations,Junior,2,0,1,PTO,0.0,87.77,0.0,1.8,2.6,17,1
EMP-07005,Sales,Junior,17,5,2,Points,0.42,16.02,0.75,6.1,3.8,5,0
EMP-07006,Sales,Junior,12,5,1,Points,0.42,40.0,0.74,6.4,3.8,4,0
EMP-07007,Marketing,Junior,11,2,2,PTO,0.17,207.28,0.44,5.6,3.6,8,0
EMP-07008,Engineering,Mid,13,9,3,Monetary,0.75,31.09,0.82,8.9,4.0,8,0
EMP-07009,Engineering,Mid,40,9,1,Badge,0.75,1.66,0.58,7.5,5.0,4,0
EMP-07010,Engineering,Junior,7,1,3,Monetary,0.08,65.42,0.57,4.8,3.6,9,0
EMP-07011,Engineering,Junior,12,2,3,Badge,0.17,8.43,0.53,5.7,3.3,3,0
EMP-07012,Operations,Junior,12,4,2,Badge,0.33,6.14,0.35,6.9,4.0,6,0
EMP-07013,Engineering,Manager,47,13,3,Points,1.08,13.3,0.82,9.9,5.0,7,0
EMP-07014,Engineering,Mid,42,10,4,Points,0.83,16.49,0.67,7.8,5.0,5,0
EMP-07015,Sales,Senior,42,10,5,Points,0.83,25.47,0.47,8.7,4.9,1,0
EMP-07016,Customer Support,Senior,72,5,2,PTO,0.42,70.94,0.92,7.8,3.8,5,0
EMP-07017,Engineering,Mid,22,9,1,Monetary,0.75,97.28,0.36,9.1,5.0,6,0
EMP-07018,Engineering,Senior,79,12,3,Badge,1.0,7.93,0.1,8.1,4.1,6,0
EMP-07019,Sales,Junior,35,6,0,Points,0.5,22.8,1.0,6.7,3.8,4,0
EMP-07020,Operations,Senior,56,7,7,Points,0.58,40.36,0.97,8.6,5.0,3,0
EMP-07021,Marketing,Junior,10,2,1,Badge,0.17,6.25,0.76,4.6,3.9,2,0
EMP-07022,Operations,Senior,32,8,4,Points,0.67,23.2,0.77,6.7,4.4,2,0
EMP-07023,Customer Support,Junior,2,3,0,Points,0.25,45.2,0.68,4.5,2.5,7,0
EMP-07024,Operations,Senior,42,7,2,Badge,0.58,4.41,0.5,7.5,4.6,2,0
EMP-07025,Marketing,Junior,46,5,0,Points,0.42,38.07,0.75,7.0,4.1,4,0
EMP-07026,Sales,Manager,52,17,8,Points,1.42,40.98,0.6,9.0,4.4,6,0
EMP-07027,Engineering,Mid,16,5,3,Badge,0.42,9.16,0.47,6.9,4.2,0,0
EMP-07028,Customer Support,Senior,61,9,6,Badge,0.75,2.78,0.45,5.9,3.6,7,0
EMP-07029,Sales,Mid,42,6,3,Points,0.5,14.05,0.81,8.8,4.6,3,0
EMP-07030,Engineering,Mid,63,5,3,Badge,0.42,4.48,0.54,6.6,4.5,3,0
EMP-07031,Marketing,Mid,36,8,2,Badge,0.67,8.75,0.55,6.5,4.4,9,0
EMP-07032,Sales,Manager,73,11,5,Monetary,0.92,82.66,0.48,9.3,4.1,2,0
EMP-07033,Marketing,Junior,21,4,2,PTO,0.33,118.34,0.51,7.5,5.0,6,0
EMP-07034,Marketing,Manager,70,13,6,Monetary,1.08,31.24,0.36,10.0,4.2,2,0
EMP-07035,Sales,Mid,13,7,3,Points,0.58,36.52,0.99,6.6,3.2,3,0
EMP-07036,Operations,Senior,66,11,2,PTO,0.92,224.95,0.6,6.7,5.0,3,0
EMP-07037,Engineering,Mid,33,4,2,Points,0.33,42.55,0.76,8.8,5.0,6,0
EMP-07038,Sales,Mid,23,7,3,Badge,0.58,4.96,0.79,7.1,3.7,3,0
EMP-07039,Marketing,Senior,45,7,5,Monetary,0.58,180.82,0.53,7.4,5.0,2,0
EMP-07040,Marketing,Mid,35,4,3,Points,0.33,8.87,0.9,7.8,5.0,1,0
EMP-07041,Operations,Mid,32,9,2,Badge,0.75,5.63,0.94,8.2,4.3,5,0
EMP-07042,Sales,Junior,15,6,1,Points,0.5,26.46,0.67,7.4,3.9,3,0
EMP-07043,Marketing,Junior,10,2,0,Monetary,0.17,182.07,0.18,4.4,4.5,9,0
EMP-07044,Engineering,Mid,15,2,3,Monetary,0.17,183.95,0.49,7.4,4.5,2,0
EMP-07045,Customer Support,Senior,60,13,3,Points,1.08,48.94,0.6,7.7,4.8,8,0
EMP-07046,Sales,Mid,28,12,3,Points,1.0,20.85,0.85,7.7,5.0,3,0
EMP-07047,Operations,Junior,9,3,3,Points,0.25,22.09,0.68,6.0,3.2,7,0
EMP-07048,Engineering,Mid,45,6,3,Badge,0.5,1.93,0.31,6.3,3.8,6,0
EMP-07049,Engineering,Mid,40,12,1,Points,1.0,38.42,0.27,8.7,5.0,4,0
EMP-07050,Sales,Mid,39,4,1,Monetary,0.33,170.81,0.78,5.9,3.5,4,0
EMP-07051,Customer Support,Manager,69,10,12,Badge,0.83,8.52,0.52,8.5,4.7,1,0
EMP-07052,Marketing,Senior,50,7,5,Points,0.58,49.57,0.68,7.8,5.0,7,0
EMP-07053,Customer Support,Junior,48,4,1,Monetary,0.33,123.36,0.76,6.2,3.8,5,0
EMP-07054,Sales,Manager,77,15,8,Badge,1.25,2.14,0.74,9.9,4.5,6,0
EMP-07055,Sales,Mid,47,3,4,PTO,0.25,200.3,0.89,7.2,4.0,3,0
EMP-07056,Engineering,Senior,43,8,6,Badge,0.67,3.63,0.16,6.7,4.7,2,0
EMP-07057,Operations,Junior,1,5,1,PTO,0.42,133.45,0.68,5.6,2.6,11,0
EMP-07058,Engineering,Senior,39,5,9,Monetary,0.42,147.57,0.25,7.5,3.9,4,0
EMP-07059,Customer Support,Junior,1,0,3,Points,0.0,14.14,0.0,3.8,2.8,8,1
EMP-07060,Customer Support,Mid,14,7,3,Monetary,0.58,120.37,0.53,6.4,5.0,5,0
EMP-07061,Customer Support,Junior,27,2,1,PTO,0.17,85.27,0.52,5.8,4.5,7,0
EMP-07062,Marketing,Junior,19,3,2,Points,0.25,45.09,0.75,6.1,4.0,9,0
EMP-07063,Marketing,Junior,1,7,2,PTO,0.58,72.18,0.33,7.2,4.6,5,0
EMP-07064,Operations,Junior,3,1,0,Points,0.08,46.94,0.31,2.3,2.3,15,1
EMP-07065,Engineering,Junior,20,3,2,Badge,0.25,10.0,0.46,8.1,4.4,6,0
EMP-07066,Marketing,Senior,44,8,6,PTO,0.67,108.86,0.7,7.6,4.1,5,0
EMP-07067,Engineering,Junior,19,2,0,Points,0.17,9.17,0.75,7.1,3.8,4,0
EMP-07068,Sales,Mid,29,8,3,Badge,0.67,0.32,0.84,8.5,4.4,6,0
EMP-07069,Engineering,Junior,3,5,0,PTO,0.42,86.43,0.82,4.9,3.8,10,0
EMP-07070,Engineering,Manager,66,6,4,Points,0.5,46.18,0.35,7.2,4.1,2,0
EMP-07071,Sales,Manager,45,8,9,Badge,0.67,7.3,0.36,8.6,3.8,6,0
EMP-07072,Sales,Junior,19,6,0,Points,0.5,9.15,0.58,6.8,3.5,1,0
EMP-07073,Marketing,Mid,44,7,1,Points,0.58,48.26,0.11,8.0,5.0,5,0
EMP-07074,Engineering,Junior,9,1,2,Monetary,0.08,139.62,0.72,6.0,2.9,3,0
EMP-07075,Sales,Manager,48,9,11,Badge,0.75,9.3,0.65,9.8,4.6,4,0
EMP-07076,Engineering,Mid,42,5,0,Monetary,0.42,149.84,0.42,5.5,3.7,5,0
EMP-07077,Marketing,Junior,8,4,0,Points,0.33,21.9,0.8,3.6,2.9,13,1
EMP-07078,Marketing,Mid,39,3,3,Points,0.25,8.03,0.75,7.3,3.6,4,0
EMP-07079,Marketing,Junior,3,2,0,Points,0.17,5.74,0.91,4.5,3.8,4,0
EMP-07080,Operations,Mid,31,7,3,Badge,0.58,6.1,0.76,6.7,3.6,6,0
EMP-07081,Sales,Senior,61,11,6,Points,0.92,27.62,0.96,7.9,3.7,2,0
EMP-07082,Operations,Mid,39,15,4,Points,1.25,31.1,0.49,7.3,4.2,4,0
EMP-07083,Sales,Mid,10,7,3,Monetary,0.58,193.67,0.76,7.2,5.0,8,0
EMP-07084,Sales,Junior,2,7,0,Badge,0.58,9.03,0.33,4.6,4.8,5,0
EMP-07085,Marketing,Junior,24,9,2,Points,0.75,21.06,0.72,7.8,5.0,3,0
EMP-07086,Engineering,Junior,15,5,2,Monetary,0.42,80.73,0.46,6.7,4.0,6,0
EMP-07087,Marketing,Senior,57,11,3,Badge,0.92,2.84,0.53,7.7,5.0,4,0
EMP-07088,Marketing,Junior,2,3,1,Points,0.25,47.33,0.64,5.9,2.9,6,0
EMP-07089,Sales,Mid,16,7,0,Monetary,0.58,183.94,0.47,7.8,3.5,3,0
EMP-07090,Engineering,Mid,59,6,4,Monetary,0.5,188.97,0.77,7.4,4.2,3,0
EMP-07091,Engineering,Junior,2,4,1,Points,0.33,15.43,0.43,5.6,3.3,6,0
EMP-07092,Customer Support,Mid,4,6,4,PTO,0.5,167.46,0.57,6.2,3.6,7,0
EMP-07093,Operations,Mid,33,3,2,Badge,0.25,3.55,0.4,7.2,3.2,6,0
EMP-07094,Engineering,Mid,28,9,1,Monetary,0.75,81.5,0.7,7.8,4.7,4,0
EMP-07095,Sales,Mid,17,6,1,Points,0.5,9.34,0.89,8.3,5.0,2,0
EMP-07096,Marketing,Mid,22,5,5,Points,0.42,42.82,0.79,7.4,4.6,3,0
EMP-07097,Operations,Mid,31,13,1,Badge,1.08,2.97,0.47,8.1,4.5,3,0
EMP-07098,Engineering,Mid,9,5,3,Badge,0.42,3.51,0.59,4.6,4.2,10,0
EMP-07099,Engineering,Senior,38,10,6,PTO,0.83,201.48,0.34,7.0,4.4,4,0
EMP-07100,Customer Support,Junior,1,0,2,Points,0.0,46.68,0.0,1.0,2.8,13,1
EMP-07101,Engineering,Mid,36,11,4,Monetary,0.92,151.73,0.63,9.1,4.5,4,0
EMP-07102,Engineering,Junior,6,4,0,PTO,0.33,210.73,0.05,5.6,3.9,6,0
EMP-07103,Customer Support,Junior,1,2,2,Monetary,0.17,41.75,0.55,4.8,3.3,7,0
EMP-07104,Marketing,Mid,22,7,4,Badge,0.58,6.24,0.86,7.5,3.5,3,0
EMP-07105,Engineering,Senior,43,6,2,Points,0.5,16.98,0.61,8.6,5.0,3,0
EMP-07106,Engineering,Manager,49,6,8,PTO,0.5,209.86,0.69,9.6,5.0,4,0
EMP-07107,Engineering,Junior,19,4,2,Points,0.33,19.73,0.67,5.4,2.7,8,0
EMP-07108,Engineering,Mid,15,5,0,Points,0.42,8.45,0.36,9.2,4.4,5,0
EMP-07109,Customer Support,Mid,24,5,4,Monetary,0.42,172.81,0.27,4.6,2.9,10,0
EMP-07110,Sales,Junior,6,4,0,Badge,0.33,5.55,0.89,6.8,4.9,3,0
EMP-07111,Operations,Senior,40,14,4,Monetary,1.17,74.2,0.61,8.6,4.2,3,0
EMP-07112,Customer Support,Senior,48,8,2,Monetary,0.67,87.53,0.46,8.0,4.5,4,0
EMP-07113,Sales,Manager,35,6,4,Badge,0.5,6.18,0.59,6.5,3.5,2,0
EMP-07114,Engineering,Junior,1,3,1,Points,0.25,35.58,0.33,4.6,2.8,6,0
EMP-07115,Sales,Junior,13,8,2,PTO,0.67,171.7,0.69,8.4,4.8,7,0
EMP-07116,Customer Support,Senior,74,9,7,Points,0.75,28.66,0.33,7.4,4.4,2,0
EMP-07117,Operations,Senior,61,6,2,Points,0.5,9.8,0.82,8.5,4.8,1,0
EMP-07118,Engineering,Manager,85,15,9,Points,1.25,11.61,0.22,9.6,4.7,5,0
EMP-07119,Operations,Junior,5,5,1,Points,0.42,14.45,0.45,5.7,3.3,6,0
EMP-07120,Marketing,Mid,3,4,2,Badge,0.33,5.3,0.74,6.2,3.8,3,0
EMP-07121,Customer Support,Mid,38,4,5,PTO,0.33,154.96,0.58,6.3,3.6,4,0
EMP-07122,Engineering,Junior,14,4,0,Points,0.33,30.69,0.6,6.1,3.9,8,0
EMP-07123,Marketing,Mid,19,6,5,Monetary,0.5,55.25,0.61,9.0,4.4,5,0
EMP-07124,Customer Support,Mid,32,2,2,Points,0.17,48.56,0.61,7.1,3.9,2,0
EMP-07125,Sales,Junior,12,5,1,Badge,0.42,6.15,0.94,6.5,4.4,7,0
EMP-07126,Sales,Junior,13,4,2,Points,0.33,10.76,0.65,7.2,2.8,6,0
EMP-07127,Engineering,Mid,42,5,0,Badge,0.42,3.7,0.47,4.9,4.2,3,0
EMP-07128,Engineering,Mid,25,5,5,Badge,0.42,9.8,0.65,6.8,3.9,7,0
EMP-07129,Sales,Senior,42,13,3,Badge,1.08,9.66,0.2,7.1,4.4,5,0
EMP-07130,Customer Support,Mid,34,5,6,Badge,0.42,0.7,0.35,4.4,4.0,2,0
EMP-07131,Sales,Junior,28,9,1,Monetary,0.75,170.41,0.86,7.3,3.8,4,0
EMP-07132,Sales,Manager,90,14,5,Badge,1.17,6.42,0.68,10.0,4.0,5,0
EMP-07133,Marketing,Manager,51,8,0,Points,0.67,13.33,0.57,8.5,5.0,4,0
EMP-07134,Engineering,Junior,20,4,2,Badge,0.33,8.33,0.37,7.6,5.0,3,0
EMP-07135,Sales,Senior,12,15,5,Points,1.25,33.78,0.84,7.9,4.1,4,0
EMP-07136,Operations,Junior,29,5,3,Badge,0.42,1.13,0.6,5.5,4.6,4,0
EMP-07137,Customer Support,Junior,3,5,3,Monetary,0.42,173.39,0.85,6.0,3.9,5,0
EMP-07138,Marketing,Junior,3,3,1,Badge,0.25,7.59,0.77,5.0,3.2,3,0
EMP-07139,Marketing,Junior,5,3,1,Points,0.25,5.33,0.77,4.1,2.9,12,0
EMP-07140,Engineering,Senior,50,7,6,PTO,0.58,113.62,0.74,9.0,5.0,7,0
EMP-07141,Customer Support,Senior,55,11,5,Points,0.92,17.12,0.64,7.4,3.8,2,0
EMP-07142,Engineering,Manager,53,10,2,Points,0.83,25.67,0.75,8.9,4.3,5,0
EMP-07143,Operations,Senior,57,7,7,Monetary,0.58,65.31,0.36,8.8,4.7,2,0
EMP-07144,Engineering,Mid,20,10,6,PTO,0.83,256.93,0.49,8.7,4.9,4,0
EMP-07145,Customer Support,Senior,70,5,2,Points,0.42,36.58,0.76,7.9,4.2,0,0
EMP-07146,Operations,Manager,78,11,12,Badge,0.92,0.3,0.64,8.1,3.7,4,0
EMP-07147,Operations,Senior,52,2,4,Points,0.17,36.81,0.64,7.8,2.6,3,0
EMP-07148,Engineering,Senior,44,6,4,Points,0.5,47.81,0.77,9.5,4.6,3,0
EMP-07149,Sales,Manager,75,9,10,Points,0.75,27.23,0.77,9.6,5.0,5,0
EMP-07150,Marketing,Junior,37,5,1,Points,0.42,13.19,0.57,7.3,3.7,2,0
EMP-07151,Operations,Senior,54,8,4,Points,0.67,44.62,0.45,7.3,5.0,5,0
EMP-07152,Engineering,Senior,53,14,5,Badge,1.17,6.59,0.42,9.5,4.5,5,0
EMP-07153,Customer Support,Manager,65,10,8,Points,0.83,24.26,0.86,7.7,3.9,5,0
EMP-07154,Customer Support,Junior,10,4,3,Monetary,0.33,97.13,0.75,3.9,3.8,5,1
EMP-07155,Engineering,Mid,49,6,3,Points,0.5,17.69,0.29,9.0,4.9,2,0
EMP-07156,Operations,Senior,27,10,2,Monetary,0.83,43.6,0.89,7.6,4.7,5,0
EMP-07157,Sales,Junior,4,8,2,Badge,0.67,8.72,0.89,6.3,4.1,10,0
EMP-07158,Sales,Mid,28,8,2,Badge,0.67,9.83,0.52,7.3,4.1,4,0
EMP-07159,Sales,Junior,2,6,1,Points,0.5,47.57,0.87,6.7,3.6,8,0
EMP-07160,Marketing,Mid,7,7,5,Points,0.58,12.62,0.88,6.7,4.4,5,0
EMP-07161,Operations,Mid,38,6,3,Points,0.5,23.85,0.92,6.5,4.2,3,0
EMP-07162,Sales,Mid,29,7,3,PTO,0.58,122.97,0.61,9.0,4.5,5,0
EMP-07163,Marketing,Mid,22,5,0,Points,0.42,20.44,0.64,7.5,4.9,2,0
EMP-07164,Operations,Mid,45,10,8,PTO,0.83,130.78,0.51,8.1,4.8,4,0
EMP-07165,Operations,Junior,20,2,1,Monetary,0.17,187.65,0.93,7.6,4.7,4,0
EMP-07166,Engineering,Junior,30,2,0,Points,0.17,47.61,0.54,6.1,3.9,5,0
EMP-07167,Operations,Junior,35,6,3,PTO,0.5,60.12,0.34,6.9,5.0,4,0
EMP-07168,Sales,Junior,13,8,2,Badge,0.67,5.36,0.42,6.5,4.0,2,0
EMP-07169,Engineering,Mid,46,6,4,Monetary,0.5,140.83,0.63,7.7,4.8,5,0
EMP-07170,Engineering,Senior,46,10,7,Points,0.83,16.06,0.89,7.0,5.0,3,0
EMP-07171,Sales,Junior,7,9,2,Monetary,0.75,35.73,0.33,4.9,3.4,2,0
EMP-07172,Customer Support,Junior,12,3,1,Monetary,0.25,38.14,0.63,5.6,3.5,3,0
EMP-07173,Sales,Senior,79,9,6,Points,0.75,38.2,0.64,9.5,5.0,4,0
EMP-07174,Operations,Mid,16,5,2,Badge,0.42,3.65,0.54,5.4,3.8,3,0
EMP-07175,Engineering,Manager,69,10,6,Points,0.83,30.39,0.47,9.6,4.1,3,0
EMP-07176,Sales,Senior,37,8,7,Badge,0.67,3.17,0.7,7.0,5.0,6,0
EMP-07177,Customer Support,Mid,45,12,1,Points,1.0,41.67,0.61,7.9,4.2,5,0
EMP-07178,Operations,Junior,1,4,2,Points,0.33,9.2,0.36,2.7,4.2,9,1
EMP-07179,Engineering,Mid,23,4,3,Monetary,0.33,27.68,0.7,8.6,4.1,5,0
EMP-07180,Sales,Junior,13,8,2,Monetary,0.67,102.22,0.71,5.1,3.9,7,0
EMP-07181,Engineering,Junior,4,1,1,Badge,0.08,4.04,0.6,3.1,2.6,12,1
EMP-07182,Sales,Junior,19,3,2,Monetary,0.25,27.92,0.62,5.6,3.0,6,0
EMP-07183,Operations,Senior,74,1,3,Badge,0.08,8.29,0.88,7.9,4.0,4,0
EMP-07184,Operations,Mid,16,8,1,Badge,0.67,5.38,0.24,6.9,3.6,8,0
EMP-07185,Engineering,Junior,32,3,2,Points,0.25,42.83,0.63,7.5,3.6,8,0
EMP-07186,Customer Support,Senior,58,12,1,Badge,1.0,4.58,0.35,8.7,4.5,2,0
EMP-07187,Marketing,Mid,47,7,1,Badge,0.58,6.2,0.46,8.2,4.9,3,0
EMP-07188,Sales,Mid,29,9,0,Badge,0.75,0.28,0.3,6.0,3.7,2,0
EMP-07189,Sales,Junior,1,5,0,Badge,0.42,7.84,0.73,6.1,3.4,5,0
EMP-07190,Marketing,Mid,3,3,1,Monetary,0.25,35.96,0.64,6.3,3.1,2,0
EMP-07191,Marketing,Manager,54,4,8,Badge,0.33,2.73,0.77,7.7,5.0,3,0
EMP-07192,Sales,Junior,21,4,2,Points,0.33,26.13,0.77,6.1,4.2,2,0
EMP-07193,Sales,Junior,7,5,0,PTO,0.42,112.93,0.47,5.9,4.0,6,0
EMP-07194,Engineering,Junior,10,4,3,Badge,0.33,0.59,0.55,6.0,4.5,6,0
EMP-07195,Operations,Junior,24,3,1,Badge,0.25,7.05,0.73,5.8,3.1,4,0
EMP-07196,Marketing,Mid,11,3,2,PTO,0.25,148.73,0.6,3.1,3.4,14,1
EMP-07197,Engineering,Senior,65,11,5,Points,0.92,38.29,0.69,8.4,3.5,4,0
EMP-07198,Operations,Manager,40,8,3,Badge,0.67,2.39,0.83,7.9,4.6,5,0
